ID,Category,Stage,Filename,Status,Criticality,Scope,Rows,Columns,Size_MB,Original_Path,Package_Path,Produced_By,Used_By,Key_Columns,Description,Notes,SHA256,Duplicate_IDs
72,07_Sensitivity_Ablations,P2 cohort ablation,P4_P13_Test_Features.csv,Post-hoc sensitivity,Sensitivity/archive,A4,4055,25,1.7607,/mnt/data/DigitalTwin_P13_ZeroShot/P4_P13_Test_Features.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P4_P13_Test_Features.csv,P13 sensitivity scripts,Cohort-sensitivity audit,"x_mm, y_mm, z_mm, patient, s_norm, dist_nearest_end, radial_norm, local_radius_over_length, local_radius_over_median, local_radius_over_large_end, local_radius_gradient, curvature_1_per_mm, curvature_radius, curvature_side, tangent_alignment_main_axis, centerline_length_mm, mean_radius_over_length, max_radius_over_length ...",A4 geometry features paired with A1+A3-only sensitivity pipeline.,,3bb2e58149ff30ae3dda3f8a0d665f5b8bd276e675a2f4a2e6fb2e14656532c6,32
73,07_Sensitivity_Ablations,P2 cohort ablation,P13_LOPO_CV_AllCandidates.csv,Post-hoc sensitivity,Sensitivity/archive,A1+A3 sensitivity,42,10,0.0057,/mnt/data/DigitalTwin_P13_ZeroShot/P13_LOPO_CV_AllCandidates.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P13_LOPO_CV_AllCandidates.csv,P13 sensitivity scripts,Cohort-sensitivity audit,"target, candidate, train_patient, val_patient, R2, MAE, RMSE, Spearman, Top10_overlap, NMAE",Candidate evaluation in A1+A3-only sensitivity.,,41c898ef8b5a5a78d798411468907dcba696e37842b1321c7bfb76226eade78c,
74,07_Sensitivity_Ablations,P2 cohort ablation,P13_SelectedModels.csv,Post-hoc sensitivity,Sensitivity/archive,A1+A3 sensitivity,7,9,0.0012,/mnt/data/DigitalTwin_P13_ZeroShot/P13_SelectedModels.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P13_SelectedModels.csv,P13 sensitivity scripts,Cohort-sensitivity audit,"target, selected_model, mean_R2, mean_MAE, mean_Spearman, mean_Top10_overlap, mean_NMAE, R2_P1_holdout, R2_P3_holdout",Selected models in A1+A3-only sensitivity.,,4a2722adc9f773923008cfb44b4711f0535df9f70498a59b810777de204c7372,
75,07_Sensitivity_Ablations,P2 cohort ablation,P13_LOPO_OOF_Predictions.csv,Post-hoc sensitivity,Sensitivity/archive,A1+A3 sensitivity,18828,18,5.6443,/mnt/data/DigitalTwin_P13_ZeroShot/P13_LOPO_OOF_Predictions.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P13_LOPO_OOF_Predictions.csv,P13 sensitivity scripts,Cohort-sensitivity audit,"patient, x_mm, y_mm, z_mm, TAWSS_vector_Pa_truth, TAWSS_vector_Pa_pred, OSI_truth, OSI_pred, RRT_1_per_Pa_truth, RRT_1_per_Pa_pred, peak_WSS_magnitude_Pa_truth, peak_WSS_magnitude_Pa_pred, VM_cycle_max_Pa_truth, VM_cycle_max_Pa_pred, VM_stress_amplitude_Pa_truth, VM_stress_amplitude_Pa_pred, VM_temporal_mean_Pa_truth, VM_temporal_mean_Pa_pred",OOF predictions for A1+A3-only sensitivity.,,c927c4ed1310255fa856d305c81a435166200329e3e9e263f5c1c610d925890a,
76,07_Sensitivity_Ablations,P2 cohort ablation,P4_P13_DigitalTwin_Predictions.csv,Post-hoc sensitivity,Sensitivity/archive,A4,4055,24,1.7568,/mnt/data/DigitalTwin_P13_ZeroShot/P4_P13_DigitalTwin_Predictions.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P4_P13_DigitalTwin_Predictions.csv,P13 sensitivity scripts,Cohort-sensitivity audit,"x_mm, y_mm, z_mm, TAWSS_vector_Pa_pred, TAWSS_vector_Pa_lo90, TAWSS_vector_Pa_hi90, OSI_pred, OSI_lo90, OSI_hi90, RRT_1_per_Pa_pred, RRT_1_per_Pa_lo90, RRT_1_per_Pa_hi90, peak_WSS_magnitude_Pa_pred, peak_WSS_magnitude_Pa_lo90, peak_WSS_magnitude_Pa_hi90, VM_cycle_max_Pa_pred, VM_cycle_max_Pa_lo90, VM_cycle_max_Pa_hi90 ...",A4 zero-shot predictions from A1+A3-only prior.,,4364cbb00e221428f781223eeaff663e4873a1cd8b6c54fcd6b4ad1dfab8f464,
77,07_Sensitivity_Ablations,P2 cohort ablation,P4_HELDOUT_SENSITIVITY_METRICS.csv,Post-hoc sensitivity,Sensitivity/archive,A4,7,7,0.0009,/mnt/data/DigitalTwin_P13_ZeroShot/P4_HELDOUT_SENSITIVITY_METRICS.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P4_HELDOUT_SENSITIVITY_METRICS.csv,P13 sensitivity scripts,Cohort-sensitivity audit,"R2, MAE, RMSE, Spearman, Top10_overlap, Interval90_coverage, target",Metrics of A4 zero-shot under A1+A3-only sensitivity.,,e3c018485f16af11a7abdaad4ceb2fe82ce3e7f679e5d328d09f4c89e20e4e38,
78,07_Sensitivity_Ablations,P2 cohort ablation,P13_vs_P123_P4_Comparison.csv,Post-hoc sensitivity,Sensitivity/archive,A1+A3 sensitivity,7,14,0.002,/mnt/data/DigitalTwin_P13_ZeroShot/P13_vs_P123_P4_Comparison.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P13_vs_P123_P4_Comparison.csv,P13 sensitivity scripts,Cohort-sensitivity audit,"target, P123_R2, P123_MAE, P123_RMSE, P123_Spearman, P123_Top10_overlap, P13_R2, P13_MAE, P13_RMSE, P13_Spearman, P13_Top10_overlap, Delta_R2_P13_minus_P123, Delta_Spearman, Delta_Top10_overlap",Direct comparison of A1+A3 vs A1+A2+A3 zero-shot performance on A4.,,4e04a52945523c4c5f343fa3e13931fcc26b10e059e5ff786410153262889b4a,
79,07_Sensitivity_Ablations,P2 cohort ablation,P13_Personalization_LOPO.csv,Post-hoc sensitivity,Sensitivity/archive,A1+A3 sensitivity,56,11,0.007,/mnt/data/DigitalTwin_P13_Personalized/P13_Personalization_LOPO.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P13_Personalization_LOPO.csv,P13 sensitivity scripts,Cohort-sensitivity audit,"train_patient, val_patient, target, calibration_fraction, n_calibration, n_evaluation, R2, MAE, RMSE, Spearman, Top10_overlap",Sparse personalization LOAO under A1+A3-only sensitivity.,,f0798be301750aecaa8723f9bed1dacb80e9dd4b213e8b911f6c530662c7489d,
80,07_Sensitivity_Ablations,P2 cohort ablation,P13_Personalization_Summary.csv,Post-hoc sensitivity,Sensitivity/archive,A1+A3 sensitivity,28,7,0.0032,/mnt/data/DigitalTwin_P13_Personalized/P13_Personalization_Summary.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P13_Personalization_Summary.csv,P13 sensitivity scripts,Cohort-sensitivity audit,"target, calibration_fraction, mean_R2, min_R2, mean_MAE, mean_Spearman, mean_Top10_overlap",Aggregate A1+A3-only personalization results.,,5ab4cb6422c0a57632f2abb7683a7b461ae7d0f32f5875f530a9a7d1d3e642e9,
81,07_Sensitivity_Ablations,P2 cohort ablation,P4_P13_PERSONALIZED_METRICS.csv,Post-hoc sensitivity,Sensitivity/archive,A4,28,9,0.0034,/mnt/data/DigitalTwin_P13_Personalized/P4_P13_PERSONALIZED_METRICS.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P4_P13_PERSONALIZED_METRICS.csv,P13 sensitivity scripts,Cohort-sensitivity audit,"target, calibration_fraction, n_calibration, n_evaluation, R2, MAE, RMSE, Spearman, Top10_overlap",A4 personalized metrics from A1+A3 prior.,,38cd4857696e0d1661ec9fc7136652160beb6f8ba081e9d5971c1224595b203b,
82,07_Sensitivity_Ablations,P2 cohort ablation,P4_P13_Personalized_Predictions.csv,Post-hoc sensitivity,Sensitivity/archive,A4,4055,31,2.2411,/mnt/data/DigitalTwin_P13_Personalized/P4_P13_Personalized_Predictions.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P4_P13_Personalized_Predictions.csv,P13 sensitivity scripts,Cohort-sensitivity audit,"x_mm, y_mm, z_mm, TAWSS_vector_Pa_personalized_1pct, TAWSS_vector_Pa_personalized_2pct, TAWSS_vector_Pa_personalized_5pct, TAWSS_vector_Pa_personalized_10pct, OSI_personalized_1pct, OSI_personalized_2pct, OSI_personalized_5pct, OSI_personalized_10pct, RRT_1_per_Pa_personalized_1pct, RRT_1_per_Pa_personalized_2pct, RRT_1_per_Pa_personalized_5pct, RRT_1_per_Pa_personalized_10pct, peak_WSS_magnitude_Pa_personalized_1pct, peak_WSS_magnitude_Pa_personalized_2pct, peak_WSS_magnitude_Pa_personalized_5pct ...",A4 personalized predictions from A1+A3 prior.,,2492211bc5af00a0ad6c9de9c7a96d3267c7df9bf146d61ce94eb97a5ccf6c1f,
83,07_Sensitivity_Ablations,P2 cohort ablation,P13_vs_P123_Personalized_Comparison.csv,Post-hoc sensitivity,Sensitivity/archive,A1+A3 sensitivity,28,13,0.0064,/mnt/data/DigitalTwin_P13_Personalized/P13_vs_P123_Personalized_Comparison.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P13_vs_P123_Personalized_Comparison.csv,P13 sensitivity scripts,Cohort-sensitivity audit,"target, calibration_fraction, P123_R2, P13_R2, P123_Spearman, P13_Spearman, P123_Top10_overlap, P13_Top10_overlap, P123_MAE, P13_MAE, Delta_R2_P13_minus_P123, Delta_Spearman, Delta_Top10_overlap",Comparison A1+A3 vs A1+A2+A3 after sparse personalization.,,c844783861405f7b1e4ccd33b723d880a7e38477e378873204768bc76a204663,
84,07_Sensitivity_Ablations,Cross-anatomy descriptive audit,P2_vs_P4_PostHoc_Descriptive_Comparison.csv,Post-hoc sensitivity,Sensitivity/archive,A2 ablation,7,4,0.0005,/mnt/data/P2_vs_P4_PostHoc_Descriptive_Comparison.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P2_vs_P4_PostHoc_Descriptive_Comparison.csv,Post-hoc audit scripts,Cohort interpretation,"metric, P2, P4, relative_abs_difference_P2_vs_P4","Post-hoc descriptive comparison of A2 and A4 field statistics, used to examine whether their FSI field distributions are unusually similar or different.",,01790e889137bd568c0af2fe65e25594b26cbcc7b6ad7d4bd199c482d84b3103,
85,07_Sensitivity_Ablations,Cross-anatomy descriptive audit,P1_P2_P3_P4_Field_Summary_PostHoc.csv,Post-hoc sensitivity,Sensitivity/archive,A1–A4,4,8,0.0006,/mnt/data/P1_P2_P3_P4_Field_Summary_PostHoc.csv,spreadsheets_original_csv/07_Sensitivity_Ablations/P1_P2_P3_P4_Field_Summary_PostHoc.csv,Post-hoc audit scripts,Cohort interpretation,"patient, TAWSS_mean_Pa, OSI_mean, RRT_median_1_per_Pa, PeakWSS_mean_Pa, VM_cycle_max_mean_Pa, VM_amp_mean_Pa, VM_temporal_mean_mean_Pa",Post-hoc comparative summary of key FSI field statistics across all four anatomies.,,920c43b87dbf6135eb4b6ecf0df51fc49e15204b93bdff83d8e9660faafc69df,
86,08_Reviewer_Controls,Baseline/robustness analysis,baseline_hyperparam_sweep.csv,Reviewer-motivated control,Reviewer-critical control,Project-wide,18,6,0.0016,/mnt/data/ICBME2026_ReviewerLoop/baseline_hyperparam_sweep.csv,spreadsheets_original_csv/08_Reviewer_Controls/baseline_hyperparam_sweep.csv,03_reviewer_revision_analysis.py,V9/V10 manuscript and figures,"method, config, mean_TNMAE, mean_R2, mean_Spearman, mean_Top10","Development-only hyperparameter sweep used to select the same-anchor KNN, IDW, and RBF interpolation controls without using A4 target fields.",,6772390779049838a3f5c860ec4f307a0715edd53f004065dee27a84bb63eac2,
87,08_Reviewer_Controls,Baseline/robustness analysis,tuned_baseline_A4_5pct.csv,Reviewer-motivated control,Reviewer-critical control,A4,18,7,0.002,/mnt/data/ICBME2026_ReviewerLoop/tuned_baseline_A4_5pct.csv,spreadsheets_original_csv/08_Reviewer_Controls/tuned_baseline_A4_5pct.csv,03_reviewer_revision_analysis.py,V9/V10 manuscript and figures,"target, method, R2, MAE, RMSE, Spearman, Top10",Target-level summary of development-selected same-anchor baseline performance on A4 at 5% anchors.,,907e5e884494d781e56d8bf6bbff539b926ca6a3ea7e047dc176ed9fee3c2179,
88,08_Reviewer_Controls,Baseline/robustness analysis,tuned_baseline_A4_predictions.csv,Reviewer-motivated control,Reviewer-critical control,A4,4055,22,1.5309,/mnt/data/ICBME2026_ReviewerLoop/tuned_baseline_A4_predictions.csv,spreadsheets_original_csv/08_Reviewer_Controls/tuned_baseline_A4_predictions.csv,03_reviewer_revision_analysis.py,V9/V10 manuscript and figures,"x_mm, y_mm, z_mm, anchor, TAWSS_vector_Pa_KNN, TAWSS_vector_Pa_IDW, TAWSS_vector_Pa_RBF, OSI_KNN, OSI_IDW, OSI_RBF, RRT_1_per_Pa_KNN, RRT_1_per_Pa_IDW, RRT_1_per_Pa_RBF, peak_WSS_magnitude_Pa_KNN, peak_WSS_magnitude_Pa_IDW, peak_WSS_magnitude_Pa_RBF, VM_cycle_max_Pa_KNN, VM_cycle_max_Pa_IDW ...","Pointwise A4 predictions from the tuned same-anchor KNN/IDW/RBF baselines together with the anchor mask; used for spatial figures, error maps, and physical-bound audits.",,764fcba316eda9ff95d58778b83b453127e95d21bded7a07c34208a5f9d9302f,
89,08_Reviewer_Controls,Baseline/robustness analysis,nearest_anchor_distance_sensitivity.csv,Reviewer-motivated control,Reviewer-critical control,Project-wide,72,8,0.0075,/mnt/data/ICBME2026_ReviewerLoop/nearest_anchor_distance_sensitivity.csv,spreadsheets_original_csv/08_Reviewer_Controls/nearest_anchor_distance_sensitivity.csv,03_reviewer_revision_analysis.py,V9/V10 manuscript and figures,"target, method, distance_quartile, n, median_nearest_anchor_distance_stdxyz, mean_abs_error_over_IQR, median_abs_error_over_IQR, Spearman_distance_vs_abs_error_all_nonanchor",Error-versus-nearest-anchor-distance analysis used to characterize the local field-completion behavior of sparse reconstruction methods.,,ffa6844e81a688b1377853c1279f2936d3148ee7e7feb09e1cb4dcad2cfda1fb,
90,08_Reviewer_Controls,Runtime context,computational_timing_summary.csv,Reviewer-motivated control,Reviewer-critical control,Project-wide,9,7,0.0012,/mnt/data/ICBME2026_ReviewerLoop/V9_digital_twin_roadmap/analysis/computational_timing_summary.csv,spreadsheets_original_csv/08_Reviewer_Controls/computational_timing_summary.csv,Timing audit,V9/V10 Computational Cost section,"stage, anatomy_or_scope, median_seconds, p10_seconds, p90_seconds, provenance, notes",Summary of archived COMSOL runtimes and post-hoc Python algorithm timings. These values provide computational context and are not interpreted as end-to-end clinical speedup.,,871da1f572f96a2a5e63cd263af9774a21fe963396b4a4aa7e18c1d53911c1a8,
91,09_Paper_Tables,Manuscript tables,Table1_P4_Primary_5pct_Performance.csv,Paper-ready summary,Publication summary,Project-wide,7,8,0.0008,/mnt/data/DigitalTwin_Paper_Final/Table1_P4_Primary_5pct_Performance.csv,spreadsheets_original_csv/09_Paper_Tables/Table1_P4_Primary_5pct_Performance.csv,Paper analysis/export scripts,Main/Supplementary manuscript,"Target, R2, MAE, RMSE, Spearman_rho, Top10_hotspot_overlap, Calibration_nodes, Evaluation_nodes",Paper-ready table containing the principal A4 5% sparse-calibration performance results.,,b9245c9cf94a80c606796bb48bb24cace19f4fe8b30f97d2118dc7b4185e6e0d,
92,09_Paper_Tables,Manuscript tables,Table2_Personalization_Ablation_Aggregate.csv,Paper-ready summary,Publication summary,Project-wide,5,4,0.0005,/mnt/data/DigitalTwin_Paper_Final/Table2_Personalization_Ablation_Aggregate.csv,spreadsheets_original_csv/09_Paper_Tables/Table2_Personalization_Ablation_Aggregate.csv,Paper analysis/export scripts,Main/Supplementary manuscript,"Variant, Mean_R2, Mean_Spearman_rho, Mean_Top10_overlap",Paper-ready aggregate table for the personalization component-ablation analysis.,,d4b881f4e1353ab5092d7d1087330b2107abb863d546c65ad4daf33ccc9b5255,
93,09_Paper_Tables,Manuscript tables,TableS1_Development_Component_Ablation.csv,Paper-ready summary,Publication summary,Project-wide,4,4,0.0004,/mnt/data/DigitalTwin_Paper_Final/TableS1_Development_Component_Ablation.csv,spreadsheets_original_csv/09_Paper_Tables/TableS1_Development_Component_Ablation.csv,Paper analysis/export scripts,Main/Supplementary manuscript,"Variant, Development_mean_R2, Development_mean_Spearman_rho, Development_mean_Top10_overlap",Supplementary table development component ablation.,,8a2cf7ed9394fd8eb07785ce0e058e515ebec5e850c5e1f15dccceabbd053789,
94,09_Paper_Tables,Manuscript tables,TableS2_P4_PerTarget_Ablation.csv,Paper-ready summary,Publication summary,Project-wide,7,16,0.0022,/mnt/data/DigitalTwin_Paper_Final/TableS2_P4_PerTarget_Ablation.csv,spreadsheets_original_csv/09_Paper_Tables/TableS2_P4_PerTarget_Ablation.csv,Paper analysis/export scripts,Main/Supplementary manuscript,"target, zero_R2, zero_Spearman, zero_Top10, affine5_R2, affine5_Spearman, affine5_Top10, local5_R2, local5_Spearman, local5_Top10, full5_R2, full5_Spearman, full5_Top10, full10_R2, full10_Spearman, full10_Top10",Supplementary per-target A4 ablation.,,19f5eff38b1a278312bc376675269d68de39e1db1e15c5047934263cb660dd19,
95,09_Paper_Tables,Manuscript tables,Ablation_Development_Aggregate.csv,Paper-ready summary,Publication summary,Project-wide,4,6,0.0004,/mnt/data/DigitalTwin_Paper_Final/Ablation_Development_Aggregate.csv,spreadsheets_original_csv/09_Paper_Tables/Ablation_Development_Aggregate.csv,Paper analysis/export scripts,Main/Supplementary manuscript,"variant, calibration_fraction, mean_R2, mean_Spearman, mean_Top10_overlap, mean_MAE",Aggregate development ablation across targets.,,1db0ad4932fe4303b90ec509f2e4a6132a50a54270b9315737ca790da2188a41,
96,09_Paper_Tables,Manuscript tables,Ablation_Development_LOPO_Detail.csv,Paper-ready summary,Publication summary,Project-wide,84,9,0.0103,/mnt/data/DigitalTwin_Paper_Final/Ablation_Development_LOPO_Detail.csv,spreadsheets_original_csv/09_Paper_Tables/Ablation_Development_LOPO_Detail.csv,Paper analysis/export scripts,Main/Supplementary manuscript,"val_patient, target, variant, calibration_fraction, R2, MAE, RMSE, Spearman, Top10_overlap","Detailed development ablation results by LOAO fold, target, and personalization variant.",,e6f1129a7a03b0ee5299b4cf432eab5f7a27bbd09c640e27ec8d0cdebb00d2ac,
97,09_Paper_Tables,Manuscript tables,Ablation_P4_Aggregate.csv,Paper-ready summary,Publication summary,Project-wide,5,5,0.0004,/mnt/data/DigitalTwin_Paper_Final/Ablation_P4_Aggregate.csv,spreadsheets_original_csv/09_Paper_Tables/Ablation_P4_Aggregate.csv,Paper analysis/export scripts,Main/Supplementary manuscript,"variant, calibration_fraction, mean_R2, mean_Spearman, mean_Top10_overlap",Aggregate A4 ablation.,,41b340b06911b90e9bea659726eb5bdefbb8322d5c624afda6447a4d561243a7,
98,09_Paper_Tables,Manuscript tables,Ablation_P4_Detail.csv,Paper-ready summary,Publication summary,Project-wide,35,10,0.0046,/mnt/data/DigitalTwin_Paper_Final/Ablation_P4_Detail.csv,spreadsheets_original_csv/09_Paper_Tables/Ablation_P4_Detail.csv,Paper analysis/export scripts,Main/Supplementary manuscript,"target, variant, calibration_fraction, n_calibration, n_evaluation, R2, MAE, RMSE, Spearman, Top10_overlap",Detailed A4 ablation results by target and personalization variant.,,bd32eb6ae3d0d3d908d0104dc5b2a2d3f89a690b02167e4e44e04f413e78b947,
99,09_Paper_Tables,Manuscript tables,TABLE_Ablation_P4.csv,Paper-ready summary,Publication summary,Project-wide,7,16,0.0022,/mnt/data/DigitalTwin_Paper_Final/TABLE_Ablation_P4.csv,spreadsheets_original_csv/09_Paper_Tables/TABLE_Ablation_P4.csv,Paper analysis/export scripts,Main/Supplementary manuscript,"target, zero_R2, zero_Spearman, zero_Top10, affine5_R2, affine5_Spearman, affine5_Top10, local5_R2, local5_Spearman, local5_Top10, full5_R2, full5_Spearman, full5_Top10, full10_R2, full10_Spearman, full10_Top10",Table-ready presentation of the A4 personalization component-ablation results.,,e5425e328143cebc7a21811e528fc553bcf32ea7afe2bab0fe242d8f5a52064d,
